,Sentence,Intent,Color,Item
582,knfbpgeoso,unknown,unknown,unknown
583,febgesbteicp,unknown,unknown,unknown
584,jslmslmfbtrbzuzr,unknown,unknown,unknown
585,gooqpoevxqpxhekso,unknown,unknown,unknown
586,some purple body,Check Availability,purple,body
587,how much does a cyan shoes cost,Asking for the price,cyan,shoes
588,qaveq,unknown,unknown,unknown
589,fzlmpelmvheqyifcek,unknown,unknown,unknown
590,hjtalmykhinyvibytt,unknown,unknown,unknown
591,kufkvsd,unknown,unknown,unknown
592,qgo,unknown,unknown,unknown
593,bvfnzsdaojjnrvu,unknown,unknown,unknown
594,fxnbyckesuj,unknown,unknown,unknown
595,ziktxzwwo,unknown,unknown,unknown
596,sftaqcnzcnlmcxuhh,unknown,unknown,unknown
597,I need to take a dress do you still have,Making Order,unknown,dress
598,zdd,unknown,unknown,unknown
599,what about the blue body,Check Availability,blue,body
600,what is the price of a blue pantalon,Asking for the price,blue,pantalon
601,dcsqvsjtr,unknown,unknown,unknown
602,ghowtwnraezrj,unknown,unknown,unknown
603,bgcdhi,unknown,unknown,unknown
604,ydubvyphyoujvq,unknown,unknown,unknown
605,jxjvwoofjxeqrnjxsod,unknown,unknown,unknown
606,I want to add a skirt do you still have,Making Order,unknown,skirt
607,jhteowhvpnodfxovvhc,unknown,unknown,unknown
608,I need to order a skirt do you still have,Making Order,unknown,skirt
609,vykotlmgrarr,unknown,unknown,unknown
610,nevrddxorcozaa,unknown,unknown,unknown
611,cicoqr,unknown,unknown,unknown
612,iwfnfwjy,unknown,unknown,unknown
613,hyqrdx,unknown,unknown,unknown
614,hithonftbpphgpo,unknown,unknown,unknown
615,kviwungg,unknown,unknown,unknown
616,fbuk,unknown,unknown,unknown
617,eyeknhosibtin,unknown,unknown,unknown
618,I'd like to add a shoes do you have,Making Order,unknown,shoes
619,is there available a t-shirt,unknown,unknown,t-shirt
620,how much does a olive jeans cost,Asking for the price,olive,jeans
621,u,unknown,unknown,unknown
622,tadnaj,unknown,unknown,unknown
623,jhc,unknown,unknown,unknown
624,upnxhhpjztpsl,unknown,unknown,unknown
625,varxclm,unknown,unknown,unknown
626,ynwoievtlmvu,unknown,unknown,unknown
627,bawjwiknr,unknown,unknown,unknown
628,qtiqeriaupzaq,unknown,unknown,unknown
629,some green t-shirt,Check Availability,green,t-shirt
630,nzeyfbqrgadvqquw,unknown,unknown,unknown
631,I need to add a shirt i am looking for,Making Order,unknown,shirt
632,exaypdggzp,unknown,unknown,unknown
633,may i ask for a brown t-shirt,Check Availability,brown,t-shirt
634,yovgcnpvslmtbns,unknown,unknown,unknown
635,wuoirthfhuccxhudgf,unknown,unknown,unknown
636,ydypvsalmyb,unknown,unknown,unknown
637,kpahket,unknown,unknown,unknown
638,I want to take a shirt can i find,Making Order,unknown,shirt
639,eggp,unknown,unknown,unknown
640,ctnkxazhel,unknown,unknown,unknown
641,cczzp,unknown,unknown,unknown
642,cgv,unknown,unknown,unknown
643,do you still have a purple skirt,Check Availability,purple,skirt
644,xvehukwvfzgssolmwj,unknown,unknown,unknown
645,I need to add a short i am looking for,Making Order,unknown,short
646,nipiysqanzu,unknown,unknown,unknown
647,biboohrgztarrjolmc,unknown,unknown,unknown
648,qwaouwzaqulmvyqlm,unknown,unknown,unknown
649,ygubergbrkbicui,unknown,unknown,unknown
650,ipubfilm,unknown,unknown,unknown
651,I'd like to order a hat do you have,Making Order,unknown,hat
652,kqrdo,unknown,unknown,unknown
653,I'd like to buy a jeans do you have,Making Order,unknown,jeans
654,xxsruexlmdgfokrbou,unknown,unknown,unknown
655,jwtgxyaheqxjcjtjt,unknown,unknown,unknown
656,rulmlmws,unknown,unknown,unknown
657,ukstl,unknown,unknown,unknown
658,jlmhd,unknown,unknown,unknown
659,I want to take a jacket do you still have,Making Order,unknown,jacket
660,nkeqtdjd,unknown,unknown,unknown
661,yrecav,unknown,unknown,unknown
662,how much does a orange jacket cost,Asking for the price,orange,jacket
663,knpfquyaqsgap,unknown,unknown,unknown
664,do you have a olive pantalon,Check Availability,olive,pantalon
665,kudurexhn,unknown,unknown,unknown
666,zjbuo,unknown,unknown,unknown
667,jyvkwizstadzqu,unknown,unknown,unknown
668,wrwdqtwnkdl,unknown,unknown,unknown
669,ycv,unknown,unknown,unknown
670,yztfysprk,unknown,unknown,unknown
671,kbxjaolmv,unknown,unknown,unknown
672,enkoqhtvobkszlmul,unknown,unknown,unknown
673,is there available a red jacket,Check Availability,red,jacket
674,qjga,unknown,unknown,unknown
675,grzlmtoylmqfriyzsrg,unknown,unknown,unknown
676,uovawrqfbpsvdglmpjy,unknown,unknown,unknown
677,ydinnuxhsksulmg,unknown,unknown,unknown
678,hagoriuhtrea,unknown,unknown,unknown
679,I'd like to order a t-shirt do you have,Making Order,unknown,t-shirt
680,fxdofccxugvcnyx,unknown,unknown,unknown
681,vrpagevyisrtvunilm,unknown,unknown,unknown
682,kfuqycbihdu,unknown,unknown,unknown
683,what is the price of a yellow short,Asking for the price,yellow,short
684,do you have a cyan pantalon,Check Availability,cyan,pantalon
685,sbxbghotvt,unknown,unknown,unknown
686,thcyainaxuqcadqzeq,unknown,unknown,unknown
687,what about yellow t-shirt,Check Availability,yellow,t-shirt
688,I want to order a shoes can i find,Making Order,unknown,shoes
689,fsejlmqqbggxsf,unknown,unknown,unknown
690,ykdboga,unknown,unknown,unknown
691,qjvcyotivvpfbtxj,unknown,unknown,unknown
692,tyaoawihaawch,unknown,unknown,unknown
693,zykzhfnilmce,unknown,unknown,unknown
694,kxurouassihogvpbznc,unknown,unknown,unknown
695,gnzcztigykg,unknown,unknown,unknown
696,ozkq,unknown,unknown,unknown
697,uilmupgcbpjgks,unknown,unknown,unknown
698,jqyosyasghjqdgy,unknown,unknown,unknown
699,i am looking for a brown body,Check Availability,brown,body
700,I would like to take a may i ask for,Making Order,unknown,unknown
701,gvuuauvf,unknown,unknown,unknown
702,lmlmvsqfkwjbrvvhtxr,unknown,unknown,unknown
703,vsfnxo,unknown,unknown,unknown
704,ptalmkwrbkfkyqdzs,unknown,unknown,unknown
705,zxalmj,unknown,unknown,unknown
706,is there available a green short,Check Availability,green,short
707,gklmowtlmer,unknown,unknown,unknown
708,izoelmerfa,unknown,unknown,unknown
709,udbfvnqbzau,unknown,unknown,unknown
710,usaiwbbipwwozgxssr,unknown,unknown,unknown
711,qfcewrlmhwcgejdik,unknown,unknown,unknown
712,upvazqs,unknown,unknown,unknown
713,can i find a black short,Check Availability,black,short
714,I need to add a short can i find,Making Order,unknown,short
715,yiuwqkbjpcpsxvcdv,unknown,unknown,unknown
716,gqvyco,unknown,unknown,unknown
717,hbojzelm,unknown,unknown,unknown
718,xosjioa,unknown,unknown,unknown
719,dgxxoszwhobhe,unknown,unknown,unknown
720,ocuuglmfxpbei,unknown,unknown,unknown
721,fnszelm,unknown,unknown,unknown
722,pbasdooq,unknown,unknown,unknown
723,vteyqbitkpxgpogh,unknown,unknown,unknown
724,dqlmyvccaekvplmh,unknown,unknown,unknown
725,evwhpyvvtt,unknown,unknown,unknown
726,fzoby,unknown,unknown,unknown
727,zwerxvfgekxxpdbc,unknown,unknown,unknown
728,jjvzikythrxscvbejuu,unknown,unknown,unknown
729,csyjfwexuqc,unknown,unknown,unknown
730,what about the blue skirt,Check Availability,blue,skirt
731,I would like to buy a pullover do you have,Making Order,unknown,pullover
732,vfalmfbqotr,unknown,unknown,unknown
733,iujlmkvqt,unknown,unknown,unknown
734,jqbvrdzkhufff,unknown,unknown,unknown
735,pvg,unknown,unknown,unknown
736,dkvcrklmqaxfozitfv,unknown,unknown,unknown
737,lmoxvpwuhbpcyogxooa,unknown,unknown,unknown
738,vfqypqvs,unknown,unknown,unknown
739,olmj,unknown,unknown,unknown
740,vvjidfuen,unknown,unknown,unknown
741,bslmnbsgwgsk,unknown,unknown,unknown
742,do you still have a blue short,Check Availability,blue,short
743,bbynqjvobtrs,unknown,unknown,unknown
744,grlmviyf,unknown,unknown,unknown
745,quqouahepaybk,unknown,unknown,unknown
746,bdodddabqodflm,unknown,unknown,unknown
747,jkxajvnpoqueplmbelm,unknown,unknown,unknown
748,nxylmxqxhvirk,unknown,unknown,unknown
749,frbwqfpsnkfpo,unknown,unknown,unknown
750,do you have a white jeans,Check Availability,white,jeans
751,ujj,unknown,unknown,unknown
752,ugebsppp,unknown,unknown,unknown
753,ezwvijfugnjxqo,unknown,unknown,unknown
754,xjictqjjvhcwtgikn,unknown,unknown,unknown
755,fbp,unknown,unknown,unknown
756,lmvuhdlmeyvpg,unknown,unknown,unknown
757,ono,unknown,unknown,unknown
758,eobf,unknown,unknown,unknown
759,qfazrlmaqfstxn,unknown,unknown,unknown
760,is there a blue short,Check Availability,blue,short
761,swclmweykfdekj,unknown,unknown,unknown
762,pclmui,unknown,unknown,unknown
763,i am looking for a brown chemise,Check Availability,brown,chemise
764,eninyopbklme,unknown,unknown,unknown
765,qjahvjnsow,unknown,unknown,unknown
766,I want to order a hat may i ask for,Making Order,unknown,hat
767,rore,unknown,unknown,unknown
768,egxiv,unknown,unknown,unknown
769,qyqthaphsatprlm,unknown,unknown,unknown
770,teygp,unknown,unknown,unknown
771,uwlmtyivbrqcc,unknown,unknown,unknown
772,nddkrhtsntgiwsdg,unknown,unknown,unknown
773,fokxcyihsxqgewfl,unknown,unknown,unknown
774,yuflmajhzffbl,unknown,unknown,unknown
775,pfapgxcaj,unknown,unknown,unknown
776,qfzkuzdixhbujzdjyx,unknown,unknown,unknown
777,zokhazyvijs,unknown,unknown,unknown
778,qinywtycorhjajo,unknown,unknown,unknown
779,nxxlmfiblm,unknown,unknown,unknown
780,hcc,unknown,unknown,unknown
781,wjhylmzqn,unknown,unknown,unknown
782,yvxace,unknown,unknown,unknown
783,sh,unknown,unknown,unknown
784,pbsjavacs,unknown,unknown,unknown
785,is there a pantalon,unknown,unknown,pantalon
786,wzidgvjjuxof,unknown,unknown,unknown
787,rzt,unknown,unknown,unknown
788,klmcl,unknown,unknown,unknown
789,ibiqoccsk,unknown,unknown,unknown
790,I'd like to buy a pantalon do you still have,Making Order,unknown,pantalon
791,ddk,unknown,unknown,unknown
792,vnzfulmqon,unknown,unknown,unknown
793,nftbpkdccnechfzz,unknown,unknown,unknown
794,hneupysi,unknown,unknown,unknown
795,aszeclmrgtl,unknown,unknown,unknown
796,srhrl,unknown,unknown,unknown
797,lmfhptcbcfqc,unknown,unknown,unknown
798,bpe,unknown,unknown,unknown
799,fvufqidsswdscf,unknown,unknown,unknown
800,ieihsaelmfieg,unknown,unknown,unknown
801,dncjvzcknbipbxgb,unknown,unknown,unknown
802,nuqqnqlmawnjlmf,unknown,unknown,unknown
803,xlmneziuygeyfqfspyc,unknown,unknown,unknown
804,jrsgobyqspeeflmhjy,unknown,unknown,unknown
805,sgilmsxnvs,unknown,unknown,unknown
806,yfuswlmplm,unknown,unknown,unknown
807,jktigrqcczsykfkr,unknown,unknown,unknown
808,what about purple short,Check Availability,purple,short
809,ztfsbjizvqakvbfz,unknown,unknown,unknown
810,lmqczvxkxv,unknown,unknown,unknown
811,hvpjjwzhwwidzwdrtud,unknown,unknown,unknown
812,lmhe,unknown,unknown,unknown
813,vuyqkyp,unknown,unknown,unknown
814,is the cyan dress expensive ?,Check Availability,cyan,dress
815,bopnuojg,unknown,unknown,unknown
816,koq,unknown,unknown,unknown
817,sbvynvszthdxshx,unknown,unknown,unknown
818,swxbosr,unknown,unknown,unknown
819,dybeefp,unknown,unknown,unknown
820,twdxisfgwswp,unknown,unknown,unknown
821,vts,unknown,unknown,unknown
822,euagodppvkrixt,unknown,unknown,unknown
823,upcvtk,unknown,unknown,unknown
824,jiraqdjtjnxfdtkw,unknown,unknown,unknown
825,xigudkttgkace,unknown,unknown,unknown
826,skgbajikncnytvn,unknown,unknown,unknown
827,bkfqfayxkr,unknown,unknown,unknown
828,isvavowaej,unknown,unknown,unknown
829,gugjudnsqwfiodlmpb,unknown,unknown,unknown
830,tualmeratvtgz,unknown,unknown,unknown
831,woplmredy,Check Availability,unknown,unknown
832,rxxaslmeophvulmbr,unknown,unknown,unknown
833,xbspcpuzgpvkvfbwsd,unknown,unknown,unknown
834,ojirlm,unknown,unknown,unknown
835,ecgishvplmftqsb,unknown,unknown,unknown
836,do you still have a black hat,Check Availability,black,hat
837,bhbcdrt,unknown,unknown,unknown
838,gplmh,unknown,unknown,unknown
839,ksureriihppa,unknown,unknown,unknown
840,hpwviycagarnxyzk,unknown,unknown,unknown
841,kyfjhtqaoe,unknown,unknown,unknown
842,gbhqzl,unknown,unknown,unknown
843,yjlmxgwazrw,unknown,unknown,unknown
844,pofxhuyxjlmr,unknown,unknown,unknown
845,ydefas,unknown,unknown,unknown
846,qcvsubujnbxxpxeupl,unknown,unknown,unknown
847,I need to take a jacket i am looking for,Making Order,unknown,jacket
848,helmxgvttuuycvru,unknown,unknown,unknown
849,khiz,unknown,unknown,unknown
850,frqq,unknown,unknown,unknown
851,fnlmduolmypefcpbsl,unknown,unknown,unknown
852,nvybawdkbnqrtfnplm,unknown,unknown,unknown
853,cwtffhekl,unknown,unknown,unknown
854,yerouxnquyzbsvirlm,unknown,unknown,unknown
855,may i ask for a brown body,Check Availability,brown,body
856,oqcqlmber,unknown,unknown,unknown
857,pycivxb,unknown,unknown,unknown
858,bzteenl,unknown,unknown,unknown
859,elmlm,unknown,unknown,unknown
860,I want to order a t-shirt is there,Making Order,unknown,t-shirt
861,avyadbtdxzwoa,unknown,unknown,unknown
862,zrcsofcgo,unknown,unknown,unknown
863,hoojsfthclmxwr,unknown,unknown,unknown
864,jqqpxsqpidhbwgbzct,unknown,unknown,unknown
865,is there a green pantalon,Check Availability,green,pantalon
866,tfaisojpyifsnorvb,unknown,unknown,unknown
867,gbvztwtoyfiizrkekxs,unknown,unknown,unknown
868,bpc,unknown,unknown,unknown
869,lmxeceerragh,unknown,unknown,unknown
870,yikavclm,unknown,unknown,unknown
871,uabkogpjfnlmgjcnvqx,unknown,unknown,unknown
872,psrz,unknown,unknown,unknown
873,urfdkdj,unknown,unknown,unknown
874,do you have a gray shirt,Check Availability,gray,shirt
875,He is talking,unknown,unknown,unknown
876,vdxuhd,unknown,unknown,unknown
877,cuynquihuisba,unknown,unknown,unknown
878,xvrgznnzi,unknown,unknown,unknown
879,cyqczwaxidhjxvovlms,unknown,unknown,unknown
880,kbhskfven,unknown,unknown,unknown
881,e,unknown,unknown,unknown
882,roipgfgscatwjqwd,unknown,unknown,unknown
883,pnrxdpjynql,unknown,unknown,unknown
884,dryxobsebu,unknown,unknown,unknown
885,i am looking for a cyan jacket,Check Availability,cyan,jacket
886,dnwlmftxkrpvt,unknown,unknown,unknown
887,sdzajrudi,unknown,unknown,unknown
888,oaubiazzogrkdknpx,unknown,unknown,unknown
889,kvt,unknown,unknown,unknown
890,wrbpvyrusuvtjud,unknown,unknown,unknown
891,xugwtztl,unknown,unknown,unknown
892,ardrjzunajepeh,unknown,unknown,unknown
893,tyurdxl,unknown,unknown,unknown
894,gspfnpialmwlm,unknown,unknown,unknown
895,zlmnzsby,unknown,unknown,unknown
896,vde,unknown,unknown,unknown
897,zrocw,unknown,unknown,unknown
898,I'd like to add a body do you have,Making Order,unknown,body
899,xivxlmzfdzoypjirdnv,unknown,unknown,unknown
900,cxcz,unknown,unknown,unknown
901,efghusjksyulm,unknown,unknown,unknown
902,studezzuoehwkxdzk,unknown,unknown,unknown
903,lmjlm,unknown,unknown,unknown
904,I'd like to add a skirt do you still have,Making Order,unknown,skirt
905,nhjvwzpawthp,unknown,unknown,unknown
906,fopvzovaytvghqbo,unknown,unknown,unknown
907,rbhbewxdxr,unknown,unknown,unknown
908,yxf,unknown,unknown,unknown
909,vclmtrtdsp,unknown,unknown,unknown
910,ywcviulmsqfthndclm,unknown,unknown,unknown
911,pwdpbfcaagfwi,unknown,unknown,unknown
912,piharcsdhjvioeyqdv,unknown,unknown,unknown
913,ciohztoiqa,unknown,unknown,unknown
914,nnkcjd,unknown,unknown,unknown
915,dacusxsebiyk,unknown,unknown,unknown
916,lmpprtiwnvq,unknown,unknown,unknown
917,is there a white pullover,Check Availability,white,pullover
918,gusaagqnpvghewhibg,unknown,unknown,unknown
919,xexj,unknown,unknown,unknown
920,hzuxolmu,unknown,unknown,unknown
921,hvxvuyqeb,unknown,unknown,unknown
922,ykrcvgkzacwlmulmtwf,unknown,unknown,unknown
923,wzos,unknown,unknown,unknown
924,dxnocbjtiw,unknown,unknown,unknown
925,is there a orange hat,Check Availability,orange,hat
926,I'd like to order a shoes may i ask for,Making Order,unknown,shoes
927,eatrj,unknown,unknown,unknown
928,tnxzzatkc,unknown,unknown,unknown
929,what is the price of a red chemise,Asking for the price,red,chemise
930,how much does a white short cost,Asking for the price,white,short
931,qzrppbeqoqaknub,unknown,unknown,unknown
932,I need to order a body is there available,Making Order,unknown,body
933,docqqwfjd,unknown,unknown,unknown
934,hnklmvvue,unknown,unknown,unknown
935,cjjlmfjpysuvwx,unknown,unknown,unknown
936,wxadrang,unknown,unknown,unknown
937,nh,unknown,unknown,unknown
938,dtskchoykzncj,unknown,unknown,unknown
939,huawwdd,unknown,unknown,unknown
940,jkfifhbsklms,unknown,unknown,unknown
941,jziyfnpojwch,unknown,unknown,unknown
942,giqpcupwdupo,unknown,unknown,unknown
943,nlmszqsegilmks,unknown,unknown,unknown
944,whfpvrbbvflm,unknown,unknown,unknown
945,xwclmfvcy,unknown,unknown,unknown
946,what about black pantalon,Check Availability,black,pantalon
947,is the cyan t-shirt expensive ?,Check Availability,cyan,t-shirt
948,jxhdwaiap,unknown,unknown,unknown
949,rbwu,unknown,unknown,unknown
950,vsqwgpf,unknown,unknown,unknown
951,cectulm,unknown,unknown,unknown
952,pricuaavwetlmd,unknown,unknown,unknown
953,zspeeyebbvhnvhapzu,unknown,unknown,unknown
954,frjhvglmxaoivl,unknown,unknown,unknown
955,I would like to take a jeans do you still have,Making Order,unknown,jeans
956,pvsvefqwoudzg,unknown,unknown,unknown
957,unewqaaybqqpjctodte,unknown,unknown,unknown
958,rtva,unknown,unknown,unknown
959,srobaygjcrfvaaqvjav,unknown,unknown,unknown
960,I would like to order a jacket is there available,Making Order,unknown,jacket
961,yrglmuofh,unknown,unknown,unknown
962,peepbzqbqwiwtac,unknown,unknown,unknown
963,xujtnzlmtsz,unknown,unknown,unknown
964,lmaalmv,unknown,unknown,unknown
965,iqvpqyy,unknown,unknown,unknown
966,eyahuyvquwxac,unknown,unknown,unknown
967,twsyvwc,unknown,unknown,unknown
968,parwgwfigarqh,unknown,unknown,unknown
969,hbeewzkndjkb,unknown,unknown,unknown
970,vdze,unknown,unknown,unknown
971,is there available a green shirt,Check Availability,green,shirt
972,fhzzccbtvo,unknown,unknown,unknown
973,lmceniffqahzknfh,unknown,unknown,unknown
974,xqcbrgrayvebwlmaens,Check Availability,unknown,unknown
975,ciapifnuzetfx,unknown,unknown,unknown
976,dgyjd,unknown,unknown,unknown
977,akiwbjlmcf,unknown,unknown,unknown
978,pkokseibqxjwbvklmq,unknown,unknown,unknown
979,wje,unknown,unknown,unknown
980,xntbiq,unknown,unknown,unknown
981,cszoyfvncfn,unknown,unknown,unknown
982,may i ask for a orange hat,Check Availability,orange,hat
983,oqyxycs,unknown,unknown,unknown
984,vwieelmiqc,unknown,unknown,unknown
985,kdeh,unknown,unknown,unknown
986,bcsidxornfubhzikk,unknown,unknown,unknown
987,ptnzpfadklmaezwb,unknown,unknown,unknown
988,dcndfqbpb,unknown,unknown,unknown
989,ifpydwakibgozlmxcs,unknown,unknown,unknown
990,do you still have a yellow chemise,Check Availability,yellow,chemise
991,pczyagugyzfoq,unknown,unknown,unknown
992,ztisu,unknown,unknown,unknown
993,pghrcorgyip,unknown,unknown,unknown
994,esqddyrylmb,unknown,unknown,unknown
995,wbsqrwujxqevsvcnnpe,unknown,unknown,unknown
996,ijbaywbrpn,unknown,unknown,unknown
997,kzrbqcfgbbsconsuz,unknown,unknown,unknown
998,dxyclmxsbvczufqxq,unknown,unknown,unknown
999,rfunoagdrfgr,unknown,unknown,unknown
1000,gtpviulmfx,unknown,unknown,unknown
1001,rjdk,unknown,unknown,unknown
1002,sazcznbnqlm,unknown,unknown,unknown
1003,fjzpjnzn,unknown,unknown,unknown
1004,otjpvtudxjacbzslmyx,unknown,unknown,unknown
1005,wskccftqlmotpdunyii,unknown,unknown,unknown
1006,ukazobaghoqnyzefqsu,unknown,unknown,unknown
1007,ynuglmnwjwjvolmir,unknown,unknown,unknown
1008,hcrpwejn,unknown,unknown,unknown
1009,ayqryktqblmbzhuny,unknown,unknown,unknown
1010,hlmotknewb,unknown,unknown,unknown
1011,poscfcvgukjualm,unknown,unknown,unknown
1012,nedtflmuwfkpzoantw,unknown,unknown,unknown
